path,filename,width,height,resolution,codec,duration_sec,size_bytes,size_human,estimated_compressed,estimated_savings,savings_percent
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180313TripToTown/Original Media/Mevo5.mp4,Mevo5.mp4,3840,2160,3840x2160,h264,3600.430167,18045040488,16.81 GB,2255630061,15789410427,87.5
/Volumes/Promise Pegasus/190205JeffreyAndPop/REC_0006.MP4,REC_0006.MP4,3840,2160,3840x2160,h264,3600.0965,18045032536,16.81 GB,2255629067,15789403469,87.5
/Volumes/Promise Pegasus/190205JeffreyAndPop/REC_0008.MP4,REC_0008.MP4,3840,2160,3840x2160,h264,3600.0965,18045018355,16.81 GB,2255627294,15789391061,87.50000000207814
/Volumes/Promise Pegasus/190205JeffreyAndPop/REC_0007.MP4,REC_0007.MP4,3840,2160,3840x2160,h264,3600.0965,18044992207,16.81 GB,2255624025,15789368182,87.50000000484899
/Volumes/Promise Pegasus/Walkabout2018/180313TripToTown/Mevo3.MP4,Mevo3.MP4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180313TripToTown/Original Media/Mevo3.mp4,Mevo3.mp4,3840,2160,3840x2160,h264,3600.3968,18044094055,16.80 GB,2255511756,15788582299,87.50000000484923
/Volumes/Promise Pegasus/190205JeffreyAndPop/REC_0005.MP4,REC_0005.MP4,3840,2160,3840x2160,h264,3600.0965,18043592357,16.80 GB,2255449044,15788143313,87.50000000346382
/Volumes/Promise Pegasus/MyMovieWithVinny/190919StephenGuerinMikeMaceyVinnyStenersonVideoPlannibng/REC_0001.MP4,REC_0001.MP4,3840,2160,3840x2160,h264,3600.0965,18043187980,16.80 GB,2255398497,15787789483,87.50000000277113
/Volumes/Promise Pegasus/190205JeffreyAndPop/REC_0001.MP4,REC_0001.MP4,3840,2160,3840x2160,h264,3600.0965,18043145675,16.80 GB,2255393209,15787752466,87.50000000207835
/Volumes/Promise Pegasus/Walkabout2018/180317Camera2/C0004.MP4,C0004.MP4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 5.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 6.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 7.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/SeekingMuhammedAkbar.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/Walkabout2018/Walkabout2018Final.fcpbundle/180317AlleppyHouseBoatDay2/Original Media/C0004 (fcp1).mp4,C0004 (fcp1).mp4,3840,2160,3840x2160,h264,2506.0035,17831377048,16.61 GB,2228922131,15602454917,87.5
/Volumes/Promise Pegasus/PeirceGang/PeirceGangDailies/180202PeirceGangCosmologyLawAndChance.m4v,180202PeirceGangCosmologyLawAndChance.m4v,3840,2160,3840x2160,h264,7028.3213,17735553839,16.52 GB,2216944229,15518609610,87.5000000049336
/Volumes/Promise Pegasus/Walkabout2018/180309OverviewTakes/Mevo4.MP4,Mevo4.MP4,3840,2160,3840x2160,h264,3530.059867,17693158165,16.48 GB,2211644770,15481513395,87.50000000353243
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final 2.fcpbundle/180309OverviewTakes/Original Media/Mevo4.mp4,Mevo4.mp4,3840,2160,3840x2160,h264,3530.059867,17693158165,16.48 GB,2211644770,15481513395,87.50000000353243
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 2.fcpbundle/180309OverviewTakes/Original Media/Mevo4.mp4,Mevo4.mp4,3840,2160,3840x2160,h264,3530.059867,17693158165,16.48 GB,2211644770,15481513395,87.50000000353243
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 3.fcpbundle/180309OverviewTakes/Original Media/Mevo4.mp4,Mevo4.mp4,3840,2160,3840x2160,h264,3530.059867,17693158165,16.48 GB,2211644770,15481513395,87.50000000353243
/Volumes/Promise Pegasus/Walkabout2018/FCPLibraryBackups/Walkabout2018Final copy 4.fcpbundle/180309OverviewTakes/Original Media/Mevo4.mp4,Mevo4.mp4,3840,2160,3840x2160,h264,3530.059867,17693158165,16.48 GB,2211644770,15481513395,87.50000000353243
